forum,title,keywords,abstract,pdf,match,venue,year,type
https://openreview.net/forum?id=ZUvaSolQZh3,Uncertainty-Based Offline Reinforcement Learning with Diversified Q-Ensemble,['Offline Reinforcement Learning'],"Offline reinforcement learning (offline RL), which aims to find an optimal policy from a previously collected static dataset, bears algorithmic difficulties due to function approximation errors from out-of-distribution (OOD) data points. To this end, offline RL algorithms adopt either a constraint or a penalty term that explicitly guides the policy to stay close to the given dataset. However, prior methods typically require accurate estimation of the behavior policy or sampling from OOD data points, which themselves can be a non-trivial problem. Moreover, these methods under-utilize the generalization ability of deep neural networks and often fall into suboptimal solutions too close to the given dataset. In this work, we propose an uncertainty-based offline RL method that takes into account the confidence of the Q-value prediction and does not require any estimation or sampling of the data distribution. We show that the clipped Q-learning, a technique widely used in online RL, can be leveraged to successfully penalize OOD data points with high prediction uncertainties. Surprisingly, we find that it is possible to substantially outperform existing offline RL methods on various tasks by simply increasing the number of Q-networks along with the clipped Q-learning. Based on this observation, we propose an ensemble-diversified actor-critic algorithm that reduces the number of required ensemble networks down to a tenth compared to the naive ensemble while achieving state-of-the-art performance on most of the D4RL benchmarks considered.",https://openreview.net/pdf/0351dd6523d4e132927b98b23646e5c4d13e62a1.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=ZQQqo8H1qjC,Grounding Spatio-Temporal Language with Transformers,"['Language Grounding', 'Embodied Autonomous Agents']","Language is an interface to the outside world. In order for embodied agents to use it, language must be grounded in other, sensorimotor modalities. While there is an extended literature studying how machines can learn grounded language, the topic of how to learn spatio-temporal linguistic concepts is still largely uncharted. To make progress in this direction, we here introduce a novel spatio-temporal language grounding task where the goal is to learn the meaning of spatio-temporal descriptions of behavioral traces of an embodied agent. This is achieved by training a truth function that predicts if a description matches a given history of observations. The descriptions involve time-extended predicates in past and present tense as well as spatio-temporal references to objects in the scene. To study the role of architectural biases in this task, we train several models including multimodal Transformer architectures; the latter implement different attention computations between words and objects across space and time. We test models on two classes of generalization: 1) generalization to new sentences, 2) generalization to grammar primitives. We observe that maintaining object identity in the attention computation of our Transformers is instrumental to achieving good performance on generalization overall, and that summarizing object traces in a single token has little influence on performance. We then discuss how this opens new perspectives for language-guided autonomous embodied agents.
",https://openreview.net/pdf/cabaa909389fa044ad12e8368f845efc537d3453.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=ZCDObqK6ifu,SILG: The Multi-domain Symbolic Interactive Language Grounding Benchmark,"['language grounding', 'reinforcement learning']","Existing work in language grounding typically study single environments. How do we build unified models that apply across multiple environments? We propose the multi-environment Symbolic Interactive Language Grounding benchmark (SILG), which unifies a collection of diverse grounded language learning environments under a common interface. SILG consists of grid-world environments that require generalization to new dynamics, entities, and partially observed worlds (RTFM, Messenger, NetHack), as well as symbolic counterparts of visual worlds that re- quire interpreting rich natural language with respect to complex scenes (ALFWorld, Touchdown). Together, these environments provide diverse grounding challenges in richness of observation space, action space, language specification, and plan com- plexity. In addition, we propose the first shared model architecture for RL on these environments, and evaluate recent advances such as egocentric local convolution, recurrent state-tracking, entity-centric attention, and pretrained LM using SILG. Our shared architecture achieves comparable performance to environment-specific architectures. Moreover, we find that many recent modelling advances do not result in significant gains on environments other than the one they were designed for. This highlights the need for a multi-environment benchmark. Finally, the best models significantly underperform humans on SILG, which suggests ample room for future work. We hope SILG enables the community to quickly identify new methodolo- gies for language grounding that generalize to a diverse set of environments and their associated challenges.",https://openreview.net/pdf/346b3f9ae3d2dce8b4eb3cee4c7a9e493d023235.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=ZBhZDNaiww,3DP3: 3D Scene Perception via Probabilistic Programming,"['probabilistic programming', 'approximate inference', 'scene understanding', 'object pose estimation']","We present 3DP3, a framework for inverse graphics that uses inference in a structured generative model of objects, scenes, and images. 3DP3 uses (i) voxel models to represent the 3D shape of objects, (ii) hierarchical scene graphs to decompose scenes into objects and the contacts between them, and (iii) depth image likelihoods based on real-time graphics. Given an observed RGB-D image, 3DP3's inference algorithm infers the underlying latent 3D scene, including the object poses and a parsimonious joint parametrization of these poses, using fast bottom-up pose proposals, novel involutive MCMC updates of the scene graph structure, and, optionally, neural object detectors and pose estimators. We show that 3DP3 enables scene understanding that is aware of 3D shape, occlusion, and contact structure. Our results demonstrate that 3DP3 is more accurate at 6DoF object pose estimation from real images than deep learning baselines and shows better generalization to challenging scenes with novel viewpoints, contact, and partial observability.",https://openreview.net/pdf/fd26fe33dbd3085f6c223e10188dc085bf10ee85.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=Z8mLxlpSyrJ,An Empirical Investigation of Domain Generalization with Empirical Risk Minimizers,"['Domain Generalization', 'Empirical Risk', 'Generalization Measures', 'Deep Learning', 'OOD', 'Implicit Bias']","Recent work demonstrates that deep neural networks trained using Empirical Risk Minimization (ERM) can generalize under distribution shift, outperforming specialized training algorithms for domain generalization. The goal of this paper is to further understand this phenomenon. In particular, we study the extent to which the seminal domain adaptation theory of Ben-David et al. (2007) explains the performance of ERMs. Perhaps surprisingly, we find that this theory does not provide a tight explanation of the out-of-domain generalization observed across a large number of ERM models trained on three popular domain generalization datasets. This motivates us to investigate other possible measures—that, however, lack theory—which could explain generalization in this setting. Our investigation reveals that measures relating to the Fisher information, predictive entropy, and maximum mean discrepancy are good predictors of the out-of-distribution generalization of ERM models. We hope that our work helps galvanize the community towards building a better understanding of when deep networks trained with ERM generalize out-of-distribution.",https://openreview.net/pdf/1f6088eddc9f22ba4113389191a364320d29d9ae.pdf,{'title_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=Z3yd722b5X5,Identifying and Estimating Causal Effects under Weak Overlap by Generative Prognostic Model,"['VAE', 'variational autoencoder', 'balanced representation Learning', 'treatment effects', 'causal inference', 'identifiability', 'identification', 'CATE', 'ATE', 'weak overlap', 'limited overlap', 'Prognostic Model', 'Prognostic score']","As an important problem of causal inference, we discuss the identification and estimation of treatment effects (TEs) under weak overlap, i.e., subjects with certain features all belong to a single treatment group. We use a latent variable to model a prognostic score (PGS), which is widely used in biostatistics and sufficient for TEs, i.e., we build a generative prognostic model. We prove that the latent variable recovers a PGS, and the model identifies individualized treatment effects. The model is then learned as the  Intact-VAE, a new type of variational autoencoder (VAE). We derive counterfactual generalization bounds which motivate representation balanced for treatment groups conditioned on individualized features. The proposed method is compared with recent methods using  (semi-)synthetic datasets. ",https://openreview.net/pdf/3117da26c81f621e4e998cfcfae0ce23e5b6945a.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=Z2ZWIvNeVUl,On the Stochastic Stability of Deep Markov Models,"['markov models', 'deep neural networks', 'stochastic stability', 'dynamical systems']","Deep Markov models (DMM) are generative models which are scalable and expressive generalization of Markov models for representation, learning, and inference problems. However, the fundamental stochastic stability guarantees of such models have not been thoroughly investigated. In this paper, we present a novel stability analysis method and provide sufficient conditions of DMM's stochastic stability.  The proposed stability analysis is based on the contraction of probabilistic maps modeled by deep neural networks. We make connections between the spectral properties of neural network's weights and different types of used activation function on the stability and overall dynamic behavior of DMMs with Gaussian distributions. Based on the theory, we propose a few practical methods for designing constrained DMMs with guaranteed stability. We empirically substantiate our theoretical results via intuitive numerical experiments using the proposed stability constraints.",https://openreview.net/pdf/9936576dd7a24350ecf205354dce4a1f95e3c23e.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=Yt89iqqswiM,Measuring Generalization with Optimal Transport,"['generalization', 'optimal transport', 'representation']","Understanding the generalization of deep neural networks is one of the most important tasks in deep learning. Although much progress has been made, theoretical error bounds still often behave disparately from empirical observations. In this work, we develop margin-based generalization bounds, where the margins are normalized with optimal transport costs between independent random subsets sampled from the training distribution. In particular, the optimal transport cost can be interpreted as a generalization of variance which captures the structural properties of the learned feature space. Our bounds robustly predict the generalization error, given training data and network parameters, on large scale datasets. Theoretically, we demonstrate that the concentration and separation of features play crucial roles in generalization, supporting empirical results in the literature.",https://openreview.net/pdf/0b59260839c9078b87ccb9cc10d52d06b39eb553.pdf,{'title_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=YSYXmOzlrou,Discrete-Valued Neural Communication,"['structured architecture', 'discretization', 'communication', 'specialist components', 'system 2']","Deep learning has advanced from fully connected architectures to structured models organized into components, e.g., the transformer composed of positional elements, modular architectures divided into slots, and graph neural nets made up of nodes. The nature of structured models is that communication among the components has a bottleneck, typically achieved by restricted connectivity and attention. In this work, we further tighten the bottleneck via discreteness of the representations transmitted between components. We hypothesize that this constraint serves as a useful form of inductive bias. Our hypothesis is motivated by past empirical work showing the benefits of discretization in non-structured architectures as well as our own theoretical results showing that discretization increases noise robustness and reduces the underlying dimensionality of the model. Building on an existing technique for discretization from the VQ-VAE, we consider multi-headed discretization with shared codebooks as the output of each architectural component. One motivating intuition is human language in which communication occurs through multiple discrete symbols. This form of communication is hypothesized to facilitate transmission of information between functional components of the brain by providing a common interlingua, just as it does for human-to-human communication. Our experiments show that discrete-valued neural communication (DVNC) substantially improves systematic generalization in a variety of architectures—transformers, modular architectures, and graph neural networks. We also show that the DVNC is robust to the choice of hyperparameters, making the method useful in practice.",https://openreview.net/pdf/50c7d42bbb8a72e6d99ee1db8057ad056d26f0b4.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=YFysbLCFdIe,Neural Human Performer: Learning Generalizable Radiance Fields for Human Performance Rendering,"['Novel view synthesis', 'Neural radiance fields', 'Human performance capture', 'Generalizable Neural radiance fields']","In this paper, we aim at synthesizing a free-viewpoint video of an arbitrary human performance using sparse multi-view cameras. Recently, several works have addressed this problem by learning person-specific neural radiance fields (NeRF) to capture the appearance of a particular human. In parallel, some work proposed to use pixel-aligned features to generalize radiance fields to arbitrary new scenes and objects. Adopting such generalization approaches to humans, however, is highly challenging due to the heavy occlusions and dynamic articulations of body parts. To tackle this, we propose Neural Human Performer, a novel approach that learns generalizable neural radiance fields based on a parametric human body model for robust performance capture. Specifically, we first introduce a temporal transformer that aggregates tracked visual features based on the skeletal body motion over time. Moreover, a multi-view transformer is proposed to perform cross-attention between the temporally-fused features and the pixel-aligned features at each time step to integrate observations on the fly from multiple views. Experiments on the ZJU-MoCap and AIST datasets show that our method significantly outperforms recent generalizable NeRF methods on unseen identities and poses.",https://openreview.net/pdf/d64d45c80d395213a756be07e4bb15893f371d48.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=YDepgWDUDXx,The Limitations of Large Width in Neural Networks: A Deep Gaussian Process Perspective,"['neural networks', 'deep gaussian processes', 'bayesian neural networks', 'neural network priors', 'infinite width limits']","Large width limits have been a recent focus of deep learning research: modulo computational practicalities, do wider networks outperform narrower ones? Answering this question has been challenging, as conventional networks gain representational power with width, potentially masking any negative effects. Our analysis in this paper decouples capacity and width via the generalization of neural networks to Deep Gaussian Processes (Deep GP), a class of nonparametric hierarchical models that subsume neural nets. In doing so, we aim to understand how width affects (standard) neural networks once they have sufficient capacity for a given modeling task. Our theoretical and empirical results on Deep GP suggest that large width can be detrimental to hierarchical models. Surprisingly, we prove that even nonparametric Deep GP converge to Gaussian processes, effectively becoming shallower without any increase in representational power. The posterior, which corresponds to a mixture of data-adaptable basis functions, becomes less data-dependent with width. Our tail analysis demonstrates that width and depth have opposite effects: depth accentuates a model’s non-Gaussianity, while width makes models increasingly Gaussian. We find there is a “sweet spot” that maximizes test performance before the limiting GP behavior prevents adaptability, occurring at width = 1 or width = 2 for nonparametric Deep GP. These results make strong predictions about the same phenomenon in conventional neural networks trained with L2 regularization (analogous to a Gaussian prior on parameters): we show that such neural networks may need up to 500 − 1000 hidden units for sufficient capacity - depending on the dataset - but further width degrades performance.",https://openreview.net/pdf/aac808960ca782ad9b93ce46fee108d6d2f3af46.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=XnIYa2OG2sr,An Exact Characterization of the Generalization Error for the Gibbs Algorithm,"['Gibbs algorithm', 'generalization error', 'information-theoretic bounds', 'PAC-Bayesian bounds']","Various approaches have been developed to upper bound the generalization error of a supervised learning algorithm. However, existing bounds are often loose and lack of guarantees. As a result, they may fail to characterize the exact generalization ability of a learning algorithm.
Our main contribution is an exact characterization of the expected generalization error of the well-known Gibbs algorithm (a.k.a. Gibbs posterior) using symmetrized KL information between the input training samples and the output hypothesis. Our result can be applied to tighten existing expected generalization error and PAC-Bayesian bounds. Our approach is versatile, as it also characterizes the generalization error of the Gibbs algorithm with data-dependent regularizer and that of the Gibbs algorithm in the asymptotic regime, where it converges to the empirical risk minimization algorithm. Of particular relevance, our results highlight the role the symmetrized KL information plays in controlling the generalization error of the Gibbs algorithm.",https://openreview.net/pdf/80ba063be59436c8748b1128b9b488f009d3d525.pdf,{'title_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=XgGUUaKgips,Planning from Pixels in Environments with Combinatorially Hard Search Spaces,"['World Model', 'Representation Learning', 'Model-Based Reinforcement Learning']","The ability to form complex plans based on raw visual input is a litmus test for current capabilities of artificial intelligence, as it requires a seamless combination of visual processing and abstract algorithmic execution, two traditionally separate areas of computer science. A recent surge of interest in this field brought advances that yield good performance in tasks ranging from arcade games to continuous control; these methods however do not come without significant issues, such as limited generalization capabilities and difficulties when dealing with combinatorially hard planning instances. Our contribution is two-fold: (i) we present a method that learns to represent its environment as a latent graph and leverages state reidentification to reduce the complexity of finding a good policy from exponential to linear (ii) we introduce a set of lightweight environments with an underlying discrete combinatorial structure in which planning is challenging even for humans. Moreover, we show that our methods achieves strong empirical generalization to variations in the environment, even across highly disadvantaged regimes, such as “one-shot” planning, or in an offline RL paradigm which only provides low-quality trajectories.",https://openreview.net/pdf/74adbfcf4de4ec951f3ab82ce23a334bdc8c7e23.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=XWYJ25-yTRS,On Calibration and Out-of-Domain Generalization,"['Out-of-Domain Generalization', 'Calibration', 'Invariance', 'Causality']","Out-of-domain (OOD) generalization is a significant challenge for machine learning models. Many techniques have been proposed to overcome this challenge, often focused on learning models with certain invariance properties. In this work, we draw a link between OOD performance and model calibration, arguing that calibration across multiple domains can be viewed as a special case of an invariant representation leading to better OOD generalization. Specifically, we show that under certain conditions, models which achieve \emph{multi-domain calibration} are provably free of spurious correlations. This leads us to propose multi-domain calibration as a measurable and trainable surrogate for the OOD performance of a classifier. We therefore introduce methods that are easy to apply and allow practitioners to improve multi-domain calibration by training or modifying an existing model, leading to better performance on unseen domains. Using four datasets from the recently proposed WILDS OOD benchmark, as well as the Colored MNIST, we demonstrate that training or tuning models so they are calibrated across multiple domains leads to significantly improved performance on unseen test domains. We believe this intriguing connection between calibration and OOD generalization is promising from both a practical and theoretical point of view.

",https://openreview.net/pdf/0b09ed712a570fba4f67a58c2f65acdcf0c094bb.pdf,{'title_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=XOAjcE5GerI,On learning sparse vectors from mixture of responses,"['sparse vectors', 'mixture of binary linear classifiers', '1-bit compessed sensing', 'query complexity', 'noisy measurements']"," In this paper, we address two learning problems. Suppose a family of $\ell$ unknown sparse vectors is fixed, where each vector has at most $k$ non-zero elements. In the first problem, we concentrate on robust learning the supports of all vectors from the family using a sequence of noisy responses. Each response to a query vector shows the sign of the inner product between a randomly chosen vector from the family and the query vector. In the second problem, we aim at designing queries such that all sparse vectors from the family can be approximately reconstructed based on the error-free responses.  This learning model was introduced in the work of Gandikota et al., 2020, and these problems can be seen as generalizations of support recovery and approximate recovery problems, well-studied under the framework of  1-bit compressed sensing.  As the main contribution of the paper, we prove the existence of learning algorithms for the first problem which work without any assumptions. Under a mild structural assumption on the unknown vectors, we also show the existence of learning algorithms for the second problem and rigorously analyze their query complexity.",https://openreview.net/pdf/b5faefcafd7ee962b1922d94ee6e7ad6c0c8c876.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=XCs9rM255KZ,Neural Flows: Efficient Alternative to Neural ODEs,"['neural flow', 'neural ode', 'time series', 'density estimation', 'normalizing flow']","Neural ordinary differential equations describe how values change in time. This is the reason why they gained importance in modeling sequential data, especially when the observations are made at irregular intervals. In this paper we propose an alternative by directly modeling the solution curves - the flow of an ODE - with a neural network. This immediately eliminates the need for expensive numerical solvers while still maintaining the modeling capability of neural ODEs. We propose several flow architectures suitable for different applications by establishing precise conditions on when a function defines a valid flow. Apart from computational efficiency, we also provide empirical evidence of favorable generalization performance via applications in time series modeling, forecasting, and density estimation.",https://openreview.net/pdf/9a2ddd5609ebccaa28f2293e91c23e1c850b5a0d.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=X2Cxixkcpx,Structured Reordering for Modeling Latent Alignments in Sequence Transduction,"['language understanding', 'sequence models', 'latent variable models', 'compositional generalization', 'systematic generalization']","Despite success in many domains, neural models struggle in settings where train and test examples are drawn from different distributions. In particular, in contrast to humans, conventional sequence-to-sequence (seq2seq) models fail to generalize systematically, i.e., interpret sentences representing novel combinations of concepts (e.g., text segments) seen in training. Traditional grammar formalisms excel in such settings by implicitly encoding alignments between input and output segments, but are hard to scale and maintain.  Instead of engineering a grammar, we directly model segment-to-segment alignments as discrete structured latent variables within a neural seq2seq model. To efficiently explore the large space of alignments, we introduce a reorder-first align-later framework whose central component is a neural reordering module producing separable permutations. We present an efficient dynamic programming algorithm performing exact marginal inference of separable permutations, and, thus, enabling end-to-end differentiable training of our model.  The resulting seq2seq model exhibits better systematic generalization than standard models on synthetic problems and NLP tasks (i.e., semantic parsing and machine translation).",https://openreview.net/pdf/146c4aca4a4e48c244d06ff85ad36d8ebbbeffa0.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=Wt3unuWMyl,Towards Sharper Generalization Bounds for Structured Prediction,"['Generalization Bound', 'Structured Prediction', 'Learning Theory']","In this paper, we investigate the generalization performance of structured prediction learning and obtain state-of-the-art generalization bounds. Our analysis is based on factor graph decomposition of structured prediction algorithms, and we present novel margin guarantees from three different perspectives: Lipschitz continuity, smoothness, and space capacity condition. In the Lipschitz continuity scenario, we improve the square-root dependency on the label set cardinality of existing bounds to a logarithmic dependence. In the smoothness scenario, we provide generalization bounds that are not only a logarithmic dependency on the label set cardinality but a faster convergence rate of order $\mathcal{O}(\frac{1}{n})$ on the sample size $n$. In the space capacity scenario, we obtain bounds that do not depend on the label set cardinality and have faster convergence rates than $\mathcal{O}(\frac{1}{\sqrt{n}})$. In each scenario, applications are provided to suggest that these conditions are easy to be satisfied. ",https://openreview.net/pdf/c26544481ecd937a475c8e40cd928109250977d3.pdf,{'title_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=WlkzLjxpYe,Fractal Structure and Generalization Properties of Stochastic Optimization Algorithms,"['generalization', 'stochastic gradient descent', 'deep learning', 'fractals']","Understanding generalization in deep learning has been one of the major challenges in statistical learning theory over the last decade. While recent work has illustrated that the dataset and the training algorithm must be taken into account in order to obtain meaningful generalization bounds, it is still theoretically not clear which properties of the data and the algorithm determine the generalization performance. In this study, we approach this problem from a dynamical systems theory perspective and represent stochastic optimization algorithms as \emph{random iterated function systems} (IFS). Well studied in the dynamical systems literature, under mild assumptions, such IFSs can be shown to be ergodic with an invariant measure that is often supported on sets with a \emph{fractal structure}. As our main contribution, we prove that the generalization error of a stochastic optimization algorithm can be bounded based on the `complexity' of the fractal structure that underlies its invariant measure. Then, by leveraging results from dynamical systems theory, we show that the generalization error can be explicitly linked to the choice of the algorithm (e.g., stochastic gradient descent -- SGD), algorithm hyperparameters (e.g., step-size, batch-size), and the geometry of the problem (e.g., Hessian of the loss). We further specialize our results to specific problems (e.g., linear/logistic regression, one hidden-layered neural networks) and algorithms (e.g., SGD and preconditioned variants), and obtain analytical estimates for our bound. For modern neural networks, we develop an efficient algorithm to compute the developed bound and support our theory with various experiments on neural networks. ",https://openreview.net/pdf/dbbd095b7f2b257c961588e2ecc40f1e3a5e01aa.pdf,{'title_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=WKR5ZUs91n,A Note on Sparse Generalized Eigenvalue Problem,"['sparse generalized eigenvalue problem', 'perturbation', 'penalization', 'ADMM']","The sparse generalized eigenvalue problem (SGEP) aims to find the leading eigenvector with sparsity structure. SGEP plays an important role in statistical learning and has wide applications including, but not limited to, sparse principal component analysis, sparse canonical correlation analysis  and sparse Fisher discriminant analysis, etc. Due to the sparsity constraint, the solution of SGEP entails interesting properties from both numerical and statistical perspectives. In this paper, we provide a detailed sensitivity analysis for SGEP and establish the rate-optimal perturbation bound under the sparse setting. Specifically, we show that the bound is related to the perturbation/noise level and the recovery of the true support of the leading eigenvector as well. We also investigate the estimator of SGEP via imposing a non-convex regularization. Such estimator can achieve the optimal error rate and can recover the sparsity structure as well. Extensive numerical experiments corroborate our theoretical findings via using alternating direction method of multipliers (ADMM)-based computational method.",https://openreview.net/pdf/ccdb67bd26776ee2b39ad59d7004df9de4b146eb.pdf,{'keywords_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=W9oywyjO8VN,Tractable Regularization of Probabilistic Circuits,"['Probabilistic Circuits', 'Tractable Probabilistic Models', 'Parameter Regularization', 'Overfitting']","Probabilistic Circuits (PCs) are a promising avenue for probabilistic modeling. They combine advantages of probabilistic graphical models (PGMs) with those of neural networks (NNs). Crucially, however, they are tractable probabilistic models, supporting efficient and exact computation of many probabilistic inference queries, such as marginals and MAP. Further, since PCs are structured computation graphs, they can take advantage of deep-learning-style parameter updates, which greatly improves their scalability. However, this innovation also makes PCs prone to overfitting, which has been observed in many standard benchmarks. Despite the existence of abundant regularization techniques for both PGMs and NNs, they are not effective enough when applied to PCs. Instead, we re-think regularization for PCs and propose two intuitive techniques, data softening and entropy regularization, that both take advantage of PCs' tractability and still have an efficient implementation as a computation graph. Specifically, data softening provides a principled way to add uncertainty in datasets in closed form, which implicitly regularizes PC parameters. To learn parameters from a softened dataset, PCs only need linear time by virtue of their tractability. In entropy regularization, the exact entropy of the distribution encoded by a PC can be regularized directly, which is again infeasible for most other density estimation models. We show that both methods consistently improve the generalization performance of a wide variety of PCs. Moreover, when paired with a simple PC structure, we achieved state-of-the-art results on 10 out of 20 standard discrete density estimation benchmarks. Open-source code and experiments are available at https://github.com/UCLA-StarAI/Tractable-PC-Regularization.",https://openreview.net/pdf/18f46c6ed2de20663a028655c60b11f3f24fbd1a.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=VjKhSULF7Gb,Can Less be More? When Increasing-to-Balancing Label Noise Rates Considered Beneficial,"['learning with noisy labels', 'fair classification', 'data pre-processing', 'label noise rate balancing']","In this paper, we answer the question of when inserting label noise (less informative labels) can instead return us more accurate and fair models. We are primarily inspired by three observations: 1) In contrast to reducing label noise rates, increasing the noise rates is easy to implement; 2) Increasing a certain class of instances' label noise to balance the noise rates (increasing-to-balancing) results in an easier learning problem; 3) Increasing-to-balancing improves fairness guarantees against label bias. In this paper, we first quantify the trade-offs introduced by increasing a certain group of instances' label noise rate w.r.t. the loss of label informativeness and the lowered learning difficulties. We analytically demonstrate when such an increase is beneficial, in terms of either improved generalization power or the fairness guarantees. Then we present a method to insert label noise properly for the task of learning with noisy labels, either without or with a fairness constraint. The primary technical challenge we face is due to the fact that we would not know which data instances are suffering from higher noise, and we would not have the ground truth labels to verify any possible hypothesis. We propose a detection method that informs us which group of labels might suffer from higher noise without using ground truth labels. We formally establish the effectiveness of the proposed solution and demonstrate it with extensive experiments. ",https://openreview.net/pdf/cc80e539c85ae7cdce6263a120523a8ef639902b.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=VXraeNhj4zI,Simple Stochastic and Online Gradient Descent Algorithms for Pairwise Learning,"['Pairwise Learning', 'Online (Stochastic) Gradient Descent', 'Stability and Generalization', 'Differential Privacy']","Pairwise learning refers to learning tasks where  the loss function depends on a pair of  instances. It instantiates many important machine learning tasks such as bipartite ranking and metric learning. A popular approach to handle streaming data in pairwise learning is an online gradient descent (OGD) algorithm, where one needs to pair the current instance with a buffering set of previous instances with a sufficiently large size and therefore suffers from a scalability issue. In this paper, we propose simple stochastic and online gradient descent methods for pairwise learning. A notable difference from the existing studies  
is that we only pair the current instance with the previous one in building a gradient direction, which is efficient in both the storage and computational complexity. We develop novel stability results, optimization, and generalization error bounds for both convex and nonconvex as well as both smooth and nonsmooth problems. We introduce novel techniques to decouple the dependency of models and the previous instance in both the optimization and generalization analysis. Our study resolves an open question on developing meaningful generalization bounds for OGD using a buffering set with a very small fixed size. We also extend our algorithms and stability analysis to develop differentially private SGD algorithms for pairwise learning which significantly improves the existing results.",https://openreview.net/pdf/5094a3c97768e619cd2b4849ec70d453edc87af7.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=VUJlv99HgAZ,Surrogate Regret Bounds for Polyhedral Losses,"['surrogate regret bounds', 'excess risk bounds', 'polyhedral losses', 'calibration', 'property elicitation']","Surrogate risk minimization is an ubiquitous paradigm in supervised machine learning, wherein a target problem is solved by minimizing a surrogate loss on a dataset.  Surrogate regret bounds, also called excess risk bounds, are a common tool to prove generalization rates for surrogate risk minimization.  While surrogate regret bounds have been developed for certain classes of loss functions, such as proper losses, general results are relatively sparse.  We provide two general results.  The first gives a linear surrogate regret bound for any polyhedral (piecewise-linear and convex) surrogate, meaning that surrogate generalization rates translate directly to target rates.  The second shows that for sufficiently non-polyhedral surrogates, the regret bound is a square root, meaning fast surrogate generalization rates translate to slow rates for the target.  Together, these results suggest polyhedral surrogates are optimal in many cases.",https://openreview.net/pdf/9d73873f3f165ffa0247685a5f5a2539ecf5c99e.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2021,Conference
https://openreview.net/forum?id=UlSjqPEkI1V,What Makes Multi-Modal Learning Better than Single (Provably),['Multi-modal learning theory'],"The world provides us with data of multiple modalities. Intuitively, models fusing data from different modalities outperform their uni-modal counterparts, since more information is aggregated. Recently, joining the success of deep learning, there is an influential line of work on deep multi-modal learning, which has remarkable empirical results on various applications. However, theoretical justifications in this field are notably lacking.
                        Can multi-modal learning provably perform better than uni-modal?
In this paper, we answer this question under a most popular multi-modal fusion framework, which firstly encodes features from different modalities into a common latent space and seamlessly maps the latent representations into the task space. We prove that learning with multiple modalities achieves a  smaller population risk than only using its subset of modalities. The main intuition is that the former has a more accurate estimate of the latent space representation. To the best of our knowledge, this is the first theoretical treatment to capture important qualitative phenomena observed in real multi-modal applications from the generalization perspective. Combining with experiment results, we show that multi-modal learning does possess an appealing formal guarantee.",https://openreview.net/pdf/6f923fb3658fd0b4e28b32005693e42fdc0f8b19.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2021,Conference
